Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-12 00:00:00+05:30,1670.8506954430216,1730.585254405032,1637.5481654240525,1684.925537109375,3673122,0.0,0.0
2021-02-15 00:00:00+05:30,1703.2943964058263,1715.6993415897343,1685.7843624620104,1706.204833984375,911884,0.0,0.0
2021-02-16 00:00:00+05:30,1709.019756025783,1759.1644079673717,1703.2466387883815,1736.0244140625,1937730,0.0,0.0
2021-02-17 00:00:00+05:30,1736.6924140721596,1752.914266291515,1724.2874682573586,1736.453857421875,860949,0.0,0.0
2021-02-18 00:00:00+05:30,1749.1926383039192,1753.9637709797155,1693.8952571845318,1706.0616455078125,634760,0.0,0.0
2021-02-19 00:00:00+05:30,1717.6078507835282,1719.2777473051233,1656.0602361304518,1667.3677978515625,767848,0.0,0.0
2021-02-22 00:00:00+05:30,1669.7057399795458,1674.5722723100816,1612.3089870812178,1622.5191650390625,533284,0.0,0.0
2021-02-23 00:00:00+05:30,1636.4032835063826,1645.9931913210391,1608.8738683184404,1619.370361328125,735863,0.0,0.0
2021-02-24 00:00:00+05:30,1629.8189956822384,1665.1253790781652,1629.8189956822384,1651.4322509765625,481605,0.0,0.0
2021-02-25 00:00:00+05:30,1662.2626152086225,1727.150019246617,1650.9072962054274,1718.800537109375,1114144,0.0,0.0
2021-02-26 00:00:00+05:30,1698.5233295023781,1762.4565110061194,1633.635921409029,1653.865478515625,2973895,0.0,0.0
2021-03-01 00:00:00+05:30,1674.095155667229,1698.3801758313348,1646.7087825975593,1693.1796875,890744,0.0,0.0
2021-03-02 00:00:00+05:30,1697.5691153712548,1729.9650617331083,1679.486567958569,1690.69873046875,824150,0.0,0.0
2021-03-03 00:00:00+05:30,1702.3401748383353,1734.545321083175,1692.034481446893,1714.172607421875,841356,0.0,0.0
2021-03-04 00:00:00+05:30,1692.9887197637818,1778.582912267678,1684.4484386266909,1768.8497314453125,1152626,0.0,0.0
2021-03-05 00:00:00+05:30,1773.9071728328863,1807.3051023913322,1729.5356378480938,1740.9385986328125,2338230,0.0,0.0
2021-03-08 00:00:00+05:30,1752.3893574522622,1768.5635678840204,1730.4899040193063,1739.3642578125,757659,0.0,0.0
2021-03-09 00:00:00+05:30,1746.234715999943,1771.6171208157436,1712.9321836386964,1744.18310546875,825196,0.0,0.0
2021-03-10 00:00:00+05:30,1754.7273380224829,1759.5938704413636,1727.8658356299886,1751.0535888671875,645527,0.0,0.0
2021-03-12 00:00:00+05:30,1759.4983637029907,1763.4106692722537,1700.4317167982447,1705.8231201171875,1032982,0.0,0.0
2021-03-15 00:00:00+05:30,1709.9740099583569,1716.4150392927424,1661.4038543477025,1686.2137451171875,715924,0.0,0.0
2021-03-16 00:00:00+05:30,1690.0306258238993,1707.8269743455019,1680.2975615700454,1685.3072509765625,530988,0.0,0.0
2021-03-17 00:00:00+05:30,1685.259545616105,1695.6128807492628,1642.7488212160363,1648.569580078125,871784,0.0,0.0
2021-03-18 00:00:00+05:30,1665.077678265812,1668.9423426334452,1632.729489339212,1652.48193359375,933344,0.0,0.0
2021-03-19 00:00:00+05:30,1642.987327534266,1688.981000851362,1614.5513296274037,1674.6676025390625,1091315,0.0,0.0
2021-03-22 00:00:00+05:30,1679.4389070900538,1788.1253460215787,1671.0416659615053,1774.861572265625,4627665,0.0,0.0
2021-03-23 00:00:00+05:30,1774.8138049317683,1836.8862948925334,1755.3953159680248,1826.1512451171875,1921529,0.0,0.0
2021-03-24 00:00:00+05:30,1821.6186723420574,1835.2641600113689,1801.579912719646,1805.6353759765625,1293661,0.0,0.0
2021-03-25 00:00:00+05:30,1821.6185833905192,1824.4812631967905,1757.3990864767416,1765.3192138671875,981995,0.0,0.0
2021-03-26 00:00:00+05:30,1779.6326056864266,1801.5798174455622,1763.4107535166308,1776.72216796875,572651,0.0,0.0
2021-03-30 00:00:00+05:30,1792.1534850534301,1831.573170078747,1786.5289924923702,1801.816162109375,621135,14.0,0.0
2021-03-31 00:00:00+05:30,1804.2198038585989,1846.5718585051548,1795.5185825233154,1829.890625,672297,0.0,0.0
2021-04-01 00:00:00+05:30,1845.995145003915,1845.995145003915,1814.2189837128415,1839.6014404296875,765296,0.0,0.0
2021-04-05 00:00:00+05:30,1834.457610949212,1862.3398283064066,1799.9413252995057,1821.3818359375,1272161,0.0,0.0
2021-04-06 00:00:00+05:30,1831.4771611475314,1848.591003821275,1817.1995661133203,1834.8902587890625,965415,0.0,0.0
2021-04-07 00:00:00+05:30,1845.514458376087,1879.165412292817,1828.5928593081455,1844.5048828125,1643523,0.0,0.0
2021-04-08 00:00:00+05:30,1850.8021888694716,1932.5259218844874,1849.840733186942,1905.2686767578125,948277,0.0,0.0
2021-04-09 00:00:00+05:30,1921.950122409613,1944.8808195065908,1873.348485324557,1885.1744384765625,1376841,0.0,0.0
2021-04-12 00:00:00+05:30,1860.3687862890483,1860.3687862890483,1788.6442096642365,1813.01708984375,810830,0.0,0.0
2021-04-13 00:00:00+05:30,1821.9585641939757,1831.525001529548,1786.384703046125,1809.6038818359375,531684,0.0,0.0
2021-04-15 00:00:00+05:30,1817.1514306581946,1823.1124095692971,1742.157879551666,1765.8577880859375,706453,0.0,0.0
2021-04-16 00:00:00+05:30,1771.097616332254,1829.0253253590542,1769.270826931397,1809.2193603515625,1061445,0.0,0.0
2021-04-19 00:00:00+05:30,1787.8751171409838,1809.363630044408,1756.0989571191888,1804.412109375,1288212,0.0,0.0
2021-04-20 00:00:00+05:30,1903.6823286345602,1903.6823286345602,1740.2348559740171,1755.4259033203125,5873433,0.0,0.0
2021-04-22 00:00:00+05:30,1754.608591215365,1778.6931042487054,1713.5544784039216,1761.0504150390625,1662315,0.0,0.0
2021-04-23 00:00:00+05:30,1755.522118401309,1783.4043358025467,1732.5433019665581,1743.023193359375,886188,0.0,0.0
2021-04-26 00:00:00+05:30,1747.926566311492,1780.5679423171566,1747.2054744937068,1773.6455078125,833521,0.0,0.0
2021-04-27 00:00:00+05:30,1774.2222750136361,1795.4704227799577,1765.5211712374517,1788.0672607421875,908739,0.0,0.0
2021-04-28 00:00:00+05:30,1798.883682313214,1812.2959428862507,1778.693111854327,1799.9893798828125,879407,0.0,0.0
2021-04-29 00:00:00+05:30,1808.4982647878355,1814.0747550809501,1783.500415301135,1804.7005615234375,597466,0.0,0.0
2021-04-30 00:00:00+05:30,1796.9608909476249,1830.0829963253213,1783.5486294781288,1810.180908203125,1081167,0.0,0.0
2021-05-03 00:00:00+05:30,1788.307579370143,1831.4769632269024,1781.7696337467971,1824.8428955078125,501054,0.0,0.0
2021-05-04 00:00:00+05:30,1838.30341310945,1841.1877803894336,1794.076448149704,1796.9608154296875,478133,0.0,0.0
2021-05-05 00:00:00+05:30,1802.7295517122939,1824.7949144791703,1798.018395010778,1815.75732421875,381806,0.0,0.0
2021-05-06 00:00:00+05:30,1821.9587027361774,1834.9383557635856,1804.844742909512,1823.1605224609375,292905,0.0,0.0
2021-05-07 00:00:00+05:30,1829.6503381374894,1854.5520661600635,1822.9682674534852,1831.3328857421875,641334,0.0,0.0
2021-05-10 00:00:00+05:30,1844.5528858945183,1846.9565253079852,1807.7772028684744,1813.01708984375,575662,0.0,0.0
2021-05-11 00:00:00+05:30,1797.9224059858204,1845.9951975897193,1788.54821162306,1836.33251953125,692022,0.0,0.0
2021-05-12 00:00:00+05:30,1830.5157461582287,1836.3324834087512,1804.6525613110432,1810.1328125,464947,0.0,0.0
2021-05-14 00:00:00+05:30,1820.7567099807698,1825.7082302492684,1782.538846365332,1804.4600830078125,567649,0.0,0.0
2021-05-17 00:00:00+05:30,1804.9889589917595,1834.2172377538677,1795.422521065269,1830.2271728515625,534633,0.0,0.0
2021-05-18 00:00:00+05:30,1842.1492072461297,1876.6173722280857,1832.5827695303637,1865.176025390625,874925,0.0,0.0
2021-05-19 00:00:00+05:30,1864.6954121047968,1905.6054035107097,1843.1107762512768,1852.9656982421875,963994,0.0,0.0
2021-05-20 00:00:00+05:30,1865.2242365189811,1887.8184476314532,1846.9565764705994,1882.6746826171875,696109,0.0,0.0
2021-05-21 00:00:00+05:30,1894.1158888961293,1911.3258523989111,1883.78023990196,1889.5008544921875,674816,0.0,0.0
2021-05-24 00:00:00+05:30,1892.1449152941689,1920.8924656814859,1877.7230790495487,1907.9608154296875,657392,0.0,0.0
